taxroll_number,effective_build_year,net_area,basement_finished,has_fireplace,assessed_value,fully_complete,lot_size,walkout_basement,air_conditioning,site_coverage,lon,lat,valuation_group_residential.south
10125264,2010,233.9,0,1,599000,1,688.79,0,0,0.23,-113.5743092,53.44101816,1
10125248,2010,204.3,1,1,632500,1,455.954,1,0,0.3,-113.5731074,53.44044325,1
10125263,2009,221.1,0,1,561500,1,512.846,0,0,0.27,-113.5742385,53.44118864,1
10125247,2010,244.2,1,1,717000,1,448.185,1,0,0.35,-113.5729593,53.44051461,1
10125262,2009,169.4,1,1,494000,1,536.613,0,0,0.22,-113.5740612,53.4413228,1
10125246,2009,221.1,1,1,649500,1,492.064,1,0,0.28,-113.572794,53.44058591,1
10125261,2010,220.7,0,1,560500,1,809.381,0,0,0.17,-113.5738854,53.44140979,1
10125245,2010,183.2,1,1,594500,1,492.456,1,0,0.23,-113.5726546,53.44068425,1
10125260,2009,197.7,0,1,539000,1,452.611,0,1,0.3,-113.5735728,53.44131657,1
10125294,2010,219.4,1,1,646500,1,470.399,1,0,0.29,-113.5725675,53.44079627,1
10125259,2009,176.1,0,1,468000,1,411.112,0,0,0.27,-113.5734246,53.44126212,1
10125293,2010,228.7,0,1,637500,1,449.989,1,0,0.33,-113.5725536,53.44090855,1
10125258,2010,155.4,1,1,463500,1,446.462,0,0,0.23,-113.573322,53.44113145,1
10125292,2010,214.4,0,1,620500,1,463.967,1,0,0.29,-113.5725169,53.44101625,1
10125257,2009,196.3,1,1,542500,1,653.02,0,0,0.2,-113.5732102,53.44100076,1
10125291,2010,220.9,1,1,649000,1,466.188,1,0,0.29,-113.572485,53.44112846,1
10125256,2010,147.1,0,0,446500,1,545.418,0,0,0.19,-113.573145,53.44135548,1
10125305,2010,205.8,0,1,623000,1,454.085,1,0,0.33,-113.5724557,53.44124068,1
10125255,2009,177.6,0,1,477000,1,411.57,0,0,0.3,-113.5731611,53.44149931,1
10089023,2008,200.8,0,1,605500,1,450.246,1,0,0.31,-113.5724081,53.44134835,1
10089036,2008,118.8,1,1,592000,1,441.901,0,0,0.36,-113.5731041,53.44160245,1
10089022,2010,220.7,0,1,639500,1,541.925,1,0,0.26,-113.572038,53.44163458,1
10089021,2010,239.3,1,1,688500,1,579.936,1,0,0.25,-113.5718688,53.44171035,1
10089035,2008,199.7,0,1,533500,1,467.31,0,0,0.29,-113.5729106,53.44185337,1
10089020,2010,209.4,1,1,626000,1,565.132,1,1,0.26,-113.5718148,53.44182249,1
10089034,2008,228.8,0,1,571000,1,471.277,0,0,0.33,-113.5727543,53.44193368,1
10089019,2009,216.6,0,1,565500,1,527.714,0,0,0.28,-113.5718401,53.44195288,1
10089033,2008,201.4,0,1,562500,1,607.635,0,0,0.26,-113.5725837,53.44201395,1
10089018,2008,195.1,0,1,505500,1,427.24,0,0,0.34,-113.5718192,53.44208759,1
10089032,2008,229.1,0,1,571000,1,465.873,0,0,0.34,-113.572614,53.44216233,1
10089017,2008,193.6,0,1,533000,1,427.956,0,0,0.35,-113.5718185,53.44219543,1
10089016,2007,161,0,1,456000,1,427.403,0,0,0.26,-113.5718179,53.44229876,1
10089015,2010,202.3,0,1,531000,1,426.747,0,0,0.31,-113.5718173,53.4424021,1
10089014,2009,200.7,1,1,557000,1,456.995,0,0,0.3,-113.5718166,53.44251443,1
10062939,2007,139.6,0,1,389500,1,379.797,0,0,0.26,-113.5834801,53.43777054,1
10062911,2006,122.9,0,1,394000,1,369.37,0,0,0.17,-113.5835045,53.43729436,1
10062938,2007,137.3,0,1,383000,1,316.898,0,0,0.32,-113.5836457,53.43777112,1
10062937,2007,139.6,0,1,382500,1,316.924,0,0,0.31,-113.5837782,53.43777158,1
10062913,2006,136.2,0,1,409000,1,334.899,0,0,0.22,-113.5837952,53.43729538,1
10062936,2007,137.3,1,1,392500,1,316.951,0,0,0.32,-113.5839105,53.43777204,1
10062914,2007,130.1,0,1,399500,1,313.298,0,0,0.22,-113.5839306,53.43729136,1
10062935,2007,139.6,0,1,382500,1,316.982,0,0,0.31,-113.584043,53.43776801,1
10062934,2007,137.3,0,1,383000,1,317.018,0,0,0.32,-113.5841754,53.43776847,1
10062933,2007,140.4,0,1,383000,1,317.059,0,0,0.31,-113.5843078,53.43776893,1
10062917,2006,137.1,0,1,408500,1,334.996,0,0,0.21,-113.5843368,53.43729277,1
10062932,2007,137.3,1,1,391500,1,317.092,0,0,0.32,-113.5844402,53.43776939,1
10062918,2006,136.2,0,0,409000,1,335,0,0,0.22,-113.5844767,53.43729326,1
10062931,2007,139.6,0,1,382500,1,317.105,0,0,0.31,-113.5845726,53.43776986,1
10062919,2008,106.7,0,0,365500,1,334.985,0,0,0.16,-113.5846167,53.43729374,1
10062930,2007,137.3,0,1,383000,1,317.096,0,0,0.32,-113.584705,53.43777032,1
10062920,2008,130.1,0,0,395000,1,313.354,0,0,0.22,-113.5847521,53.43728972,1
10062921,2008,123.2,0,0,393500,1,366.762,0,0,0.17,-113.5848973,53.43728798,1
10062927,2007,135.2,1,1,384500,1,291.695,0,0,0.33,-113.584924,53.43777108,1
10062926,2007,137.6,0,1,383500,1,320.058,0,0,0.32,-113.5850791,53.4377806,1
10062925,2008,139.9,0,1,394500,1,420.441,0,0,0.24,-113.585275,53.43783071,1
10062952,2008,137.6,0,1,410500,1,622.739,0,0,0.16,-113.5854627,53.43781788,1
10062951,2007,139.6,0,1,400000,1,493.618,0,0,0.2,-113.5856072,53.43770156,1
10062950,2007,137.3,0,1,388500,1,367.483,0,0,0.28,-113.5855827,53.43757567,1
10062949,2007,120.1,0,1,341000,1,244.938,0,0,0.31,-113.5855166,53.43746311,1
10062948,2007,120.1,0,1,343000,1,260.201,0,0,0.29,-113.5854987,53.43739565,1
10062947,2007,120.1,0,1,343500,1,262.442,0,0,0.29,-113.5854973,53.43732825,1
10062946,2007,120.1,0,1,343500,1,262.278,0,0,0.29,-113.5854972,53.43726086,1
10062945,2007,120.1,0,1,343500,1,262.084,0,0,0.29,-113.5854971,53.43719346,1
10062944,2007,120.1,0,1,343500,1,261.825,0,0,0.29,-113.585497,53.43712606,1
10062943,2007,120.1,0,1,343000,1,261.646,0,0,0.29,-113.5854969,53.43705867,1
10062942,2007,120.1,1,1,355500,1,261.586,0,0,0.29,-113.5854968,53.43699127,1
10062941,2007,120.1,0,1,343500,1,261.979,0,0,0.29,-113.5854967,53.43692387,1
10062940,2007,135.3,0,1,366000,1,331.016,0,0,0.31,-113.585497,53.436843,1
10062661,2007,241.3,0,1,592000,1,575.497,0,0,0.27,-113.5799692,53.44120893,1
10062669,2008,199.3,0,1,529500,1,453.388,0,0,0.29,-113.5806771,53.44091038,1
10062660,2010,219.2,0,1,561500,1,467.827,0,0,0.32,-113.5801857,53.44129056,1
10062670,2006,183.9,0,1,489000,1,444.432,0,0,0.29,-113.5808005,53.44099618,1
10062659,2007,200.2,1,1,554500,1,467.823,0,1,0.28,-113.5803173,53.44137639,1
10062665,2008,199.3,0,1,529000,1,444.41,0,0,0.29,-113.5809255,53.44107749,1
10062658,2010,238.5,1,1,610500,1,467.823,0,0,0.32,-113.5804488,53.44146672,1
10062666,2009,195.5,0,1,518500,1,444.401,0,0,0.27,-113.5810505,53.44115881,1
10062657,2008,211.9,0,1,552000,1,467.832,0,0,0.32,-113.5805803,53.44155255,1
10062667,2008,243.7,0,1,653000,1,444.429,0,0,0.35,-113.5811754,53.44124012,1
10062656,2010,240,1,1,611000,1,523.338,0,1,0.29,-113.5807203,53.4416429,1
10062668,2007,202.4,1,1,570000,1,497.973,0,1,0.29,-113.5813252,53.44132152,1
9998941,2002,160.9,0,1,431000,1,433.729,0,0,0.24,-113.5775484,53.4499394,1
9998940,2003,118.6,1,1,499500,1,434.411,1,1,0.3,-113.5773964,53.44997481,1
9998939,2004,125.2,1,1,495000,1,418.67,1,0,0.32,-113.5772492,53.45005741,1
9998938,2003,172.5,0,1,480500,1,414.124,1,0,0.27,-113.5771072,53.4501288,1
9998937,2003,190.1,1,1,525000,1,401.265,1,1,0.31,-113.5769834,53.45020699,1
9998936,2003,151.6,1,1,489000,1,416.941,1,0,0.25,-113.5768596,53.45029192,1
9998935,2004,168.5,1,1,551000,1,415.43,1,1,0.31,-113.5767936,53.45039053,1
9998934,2004,198.7,1,1,579000,1,421.352,1,1,0.32,-113.5767149,53.4504846,1
9998933,2003,196.6,1,1,563000,1,414.562,1,0,0.3,-113.5766395,53.45058318,1
9998909,2003,157.9,1,1,630000,1,538.767,0,1,0.32,-113.577227,53.45069085,1
9998932,2003,186.7,1,1,565000,1,409.276,1,1,0.33,-113.5765572,53.45067725,1
9998910,2003,192.2,1,1,525500,1,501.697,0,0,0.28,-113.5773256,53.45082824,1
9998931,2003,110.9,1,1,532000,1,405.868,1,0,0.37,-113.5764657,53.45076678,1
9998911,2002,160.9,1,1,450500,1,442.717,0,0,0.24,-113.5774571,53.45094103,1
9998930,2003,171.1,1,1,525000,1,404.308,1,0,0.27,-113.5763653,53.4508518,1
9998912,2002,151.3,1,0,452000,1,467.252,0,0,0.22,-113.5775942,53.45104036,1
9998929,2003,124.3,1,1,537000,1,403.871,1,0,0.4,-113.5762582,53.45093229,1
10000540,2002,162.7,1,1,502000,1,502.259,0,0,0.24,-113.5776931,53.45114405,1
9998928,2002,186.7,1,1,552000,1,402.632,1,0,0.31,-113.5761443,53.45101276,1
10000541,2003,117.1,1,1,487500,1,596.528,0,1,0.21,-113.5777506,53.4512431,1
9998927,2003,179.9,1,1,547500,1,411.456,1,0,0.31,-113.5759477,53.45107497,1
10000542,2003,136.9,1,1,527500,1,545.562,0,1,0.27,-113.5777196,53.45135532,1
9998926,2003,177.1,1,1,562000,1,500.139,1,0,0.26,-113.5758216,53.45115989,1
10000543,2002,173.4,1,1,507500,1,472.045,0,0,0.25,-113.5776991,53.45147656,1
9998925,2003,149.3,1,1,622000,1,791.33,1,0,0.24,-113.5756432,53.45137941,1
10000544,2003,226.6,1,1,578000,1,469.896,0,0,0.33,-113.5776817,53.45157984,1
10000545,2003,189.1,1,1,547500,1,520.956,0,1,0.27,-113.577676,53.4517236,1
9998924,2003,203.7,1,1,550500,1,589.271,0,0,0.22,-113.5758468,53.45152841,1
10000546,2003,146.5,1,1,542000,1,656.495,0,1,0.24,-113.5777203,53.45189898,1
9998923,2003,183,1,1,522500,1,594.916,0,0,0.21,-113.5761069,53.45162144,1
10000547,2003,175.4,1,1,568500,1,1149.119,0,1,0.11,-113.5775609,53.45208039,1
9998922,2004,224.3,0,1,593000,1,771.082,0,1,0.21,-113.576346,53.45165149,1
9998913,2003,197.8,1,1,556000,1,795.262,0,0,0.17,-113.577243,53.4520231,1
9998914,2002,201.3,1,1,564000,1,579.876,0,1,0.26,-113.576921,53.45200848,1
9998915,2003,198,0,1,546500,1,605.57,0,1,0.26,-113.5767005,53.45189088,1
9998916,2003,160.9,0,1,437500,1,399.42,0,1,0.26,-113.5767181,53.45175615,1
9998917,2003,118.5,1,0,447000,1,413.947,0,0,0.31,-113.5767391,53.45163491,1
9998918,2003,160.9,1,1,455000,1,474.436,0,0,0.22,-113.5768,53.45153628,1
9998919,2003,139.5,1,1,506000,1,618.599,0,0,0.24,-113.5768856,53.45141078,1
9998920,2003,174.2,1,1,501000,1,587.942,0,0,0.2,-113.5768269,53.45130274,1
9998921,2003,151.6,0,1,435500,1,520.318,0,0,0.2,-113.5767326,53.45116537,1
10011060,2003,129.1,1,1,467000,1,454.344,0,0,0.31,-113.5774717,53.4491461,1
10011035,2003,143,1,0,424500,1,427.496,0,0,0.23,-113.5775274,53.4496338,1
10011059,2005,180.9,0,1,481000,1,408.363,0,0,0.31,-113.577312,53.44916127,1
10011036,2004,167.58,1,1,474000,1,419.973,0,0,0.26,-113.5773496,53.44968035,1
10011058,2003,170.1,1,1,495500,1,394.84,0,1,0.3,-113.5771593,53.44920566,1
10011037,2004,172.3,0,1,465000,1,440.167,0,0,0.25,-113.5771851,53.44973593,1
10011057,2004,157.5,0,1,431000,1,382.978,0,0,0.29,-113.5770108,53.44925905,1
10011038,2004,172.5,0,1,453500,1,441.555,0,0,0.26,-113.5770019,53.44983188,1
10011056,2004,127.3,1,0,466000,1,422.442,0,0,0.34,-113.5768327,53.44926516,1
10011039,2004,146.6,0,1,515000,1,735.122,0,0,0.22,-113.5767648,53.44993213,1
10011040,2004,198.4,1,1,536500,1,527.329,0,0,0.29,-113.5765971,53.44984393,1
10011041,2004,183.8,1,1,540500,1,476.764,0,0,0.32,-113.5764358,53.44969284,1
10011042,2003,224.7,1,1,613500,1,449.652,1,0,0.35,-113.5763291,53.44953071,1
10011043,2003,203,1,1,562500,1,425.609,1,0,0.3,-113.576261,53.44942713,1
10011044,2004,205,1,1,593000,1,425.513,1,0,0.35,-113.5761694,53.44933245,1
10011055,2004,171.6,0,1,460000,1,371.385,0,1,0.29,-113.5768261,53.44908316,1
10011045,2004,210.8,1,1,592000,1,467.514,1,1,0.29,-113.5760111,53.44924202,1
10011054,2005,150.1,1,1,466500,1,388.55,0,0,0.31,-113.5768056,53.44898424,1
10011046,2005,181.7,1,1,560000,1,475.056,1,0,0.27,-113.5759212,53.44914735,1
10011053,2004,157.5,1,1,467000,1,465.064,0,0,0.24,-113.5768187,53.4488495,1
10011047,2004,236.8,1,1,638000,1,508.666,1,0,0.32,-113.5758461,53.44900331,1
10011052,2004,222.84,0,1,584000,1,766.035,0,1,0.22,-113.5767153,53.44868289,1
10011048,2004,193.71,1,1,631000,1,640.169,1,1,0.24,-113.575772,53.44880535,1
10011051,2004,220.1,1,1,570500,1,515.965,0,0,0.3,-113.5765065,53.44866193,1
10011049,2004,196.74,1,1,604500,1,756.089,1,0,0.19,-113.575907,53.44867104,1
10011050,2004,190.3,0,1,501000,1,493.807,0,0,0.27,-113.5761604,53.44867418,1
10013637,2005,177.7,1,1,480500,1,374.105,0,1,0.24,-113.5767166,53.44692611,1
10013638,2005,177,1,1,471500,1,383.118,0,0,0.23,-113.576717,53.44702046,1
10013639,2005,139.5,0,1,398000,1,383.119,0,0,0.19,-113.5767173,53.44711931,1
10013640,2005,160,1,1,452000,1,383.124,0,0,0.21,-113.5767177,53.44721816,1
10013642,2004,163.6,1,1,455000,1,383.149,0,0,0.21,-113.5767184,53.44741586,1
10013643,2004,160.4,1,1,458500,1,383.186,0,0,0.22,-113.5767187,53.4475147,1
10013644,2004,169.4,1,1,456000,1,383.245,0,0,0.24,-113.5767191,53.44761355,1
10013645,2005,160.1,1,1,452500,1,383.297,0,0,0.21,-113.5767194,53.4477124,1
10013647,2005,163.6,1,1,458500,1,363.983,0,0,0.22,-113.5767201,53.44790561,1
10013648,2005,131,0,0,397000,1,383.471,0,0,0.18,-113.576721,53.44800446,1
10013601,2004,199.8,1,1,583500,1,722.178,1,0,0.19,-113.575826,53.44834275,1
10013600,2004,200.6,1,1,565500,1,657.27,0,1,0.2,-113.5759748,53.44845336,1
10013599,2004,204.6,1,1,541000,1,457.886,0,1,0.3,-113.5762601,53.44844314,1
10013598,2004,201.9,1,1,528500,1,457.734,0,0,0.29,-113.5764858,53.4484035,1
10013597,2004,166.7,0,1,446500,1,426.843,0,0,0.28,-113.5767099,53.44839082,1
10013596,2005,168.9,1,1,473500,1,424.817,0,0,0.28,-113.5768935,53.44839147,1
9981653,2002,286.2,1,1,928500,1,755.923,0,0,0.29,-113.5740186,53.45237109,1
9981641,2003,271,1,1,753500,1,642.818,0,0,0.34,-113.573085,53.45251154,1
9981654,2003,262.7,1,1,751500,1,671.71,0,1,0.3,-113.5740181,53.45253733,1
9981642,2002,255.6,1,1,769500,1,673.19,0,0,0.29,-113.5730844,53.45265981,1
9981655,2002,255,1,1,717000,1,671.689,0,1,0.28,-113.5740175,53.4526856,1
9981643,2002,271,0,1,779000,1,642.797,0,1,0.33,-113.5730839,53.45280808,1
9981656,2003,256.2,1,1,715000,1,671.668,0,0,0.29,-113.574017,53.45283837,1
9981644,2003,216.8,1,1,831000,1,642.728,1,1,0.36,-113.5730834,53.45295185,1
9981657,2003,242,1,1,722000,1,671.568,0,0,0.32,-113.5740167,53.45298663,1
9998368,2002,124,1,1,357000,1,373.85,0,0,0.17,-113.5810178,53.44626731,1
9998388,2002,124,0,1,321000,1,231.054,0,0,0.28,-113.5807345,53.44673809,1
9998387,2002,124,0,1,345500,1,349.929,0,0,0.19,-113.5808481,53.44676095,1
9998366,2002,124,1,1,332000,1,219.516,0,0,0.3,-113.581303,53.44635368,1
9998386,2002,124,0,1,337500,1,277.092,0,0,0.23,-113.5809208,53.44683759,1
9998365,2002,124,0,1,319500,1,219.515,0,0,0.3,-113.5813674,53.44638985,1
9998385,2002,124,0,1,319000,1,219.516,0,0,0.3,-113.5809936,53.44688277,1
9998364,2002,124,0,1,338500,1,277.093,0,0,0.23,-113.5814402,53.44643503,1
9998384,2002,124,0,1,319000,1,219.516,0,0,0.3,-113.581058,53.44691894,1
9998363,2002,124,1,1,350500,1,277.093,0,0,0.23,-113.5815215,53.44648474,1
9998383,2002,124,0,1,343000,1,322.98,0,0,0.2,-113.5811222,53.44697758,1
9998362,2002,124,1,1,332000,1,219.514,0,0,0.3,-113.5815943,53.44652993,1
9998381,2002,124,0,1,343000,1,322.978,0,0,0.2,-113.5817389,53.4466158,1
9981301,2001,123.68,1,0,363000,1,376.959,0,1,0.18,-113.5814002,53.44714929,1
9992250,2001,126.7,1,1,368500,1,376.958,0,1,0.18,-113.582017,53.44678751,1
9992251,2002,124,0,1,319000,1,219.516,0,0,0.3,-113.5821052,53.44683724,1
9981298,2001,123.68,0,1,339000,1,291.488,0,0,0.23,-113.5816437,53.44727819,1
9981297,2001,98.6,1,1,361000,1,291.488,0,0,0.34,-113.5817293,53.44732792,1
9992254,2001,125.3,1,1,353000,1,291.487,0,0,0.23,-113.58233,53.44697507,1
9992255,2001,125.3,0,1,320000,1,219.515,0,0,0.3,-113.5824049,53.44702251,1
9981295,2001,123.68,1,1,331500,1,219.515,0,0,0.3,-113.5818686,53.44741153,1
9992256,2001,125.3,0,1,320000,1,219.516,0,0,0.3,-113.5824693,53.44705867,1
9981294,2001,98.6,0,1,340000,1,291.488,0,0,0.34,-113.5819435,53.44745897,1
9992257,2001,125.3,1,1,353000,1,291.486,0,0,0.23,-113.5825443,53.44710611,1
9981293,2001,98.6,1,1,362000,1,291.487,0,0,0.34,-113.5820291,53.44750869,1
9981291,2001,123.68,1,1,331000,1,219.515,0,0,0.3,-113.5821683,53.44759679,1
9981290,2001,98.6,1,0,360000,1,291.487,0,0,0.34,-113.5822433,53.44763974,1
9992261,2001,125.3,1,1,354500,1,291.487,0,0,0.23,-113.582844,53.44728688,1
9981289,2001,98.6,0,1,340000,1,291.487,0,0,0.34,-113.5823288,53.44769171,1
9992262,2001,125.3,0,1,340500,1,291.486,0,0,0.23,-113.5829295,53.44733885,1
9981288,2001,123.68,1,0,328500,1,219.515,0,0,0.3,-113.5824037,53.4477369,1
9981287,2001,123.68,1,1,331000,1,219.515,0,0,0.3,-113.5824681,53.44777756,1
9981286,2001,98.6,1,1,363000,1,291.5,0,0,0.34,-113.5825431,53.44782051,1
9992265,2001,125.3,1,1,353000,1,291.486,0,0,0.23,-113.5831438,53.44746765,1
9974334,2000,129.2,0,1,341500,1,308.946,0,0,0.23,-113.5827297,53.44790428,1
9974333,2000,123.2,1,1,352000,1,321.122,0,0,0.2,-113.5828331,53.44796305,1
10025424,2005,138.6,1,1,585000,1,494.856,0,0,0.37,-113.5731034,53.44483296,1
10045275,2007,131,0,1,389000,1,409.756,0,0,0.22,-113.5739805,53.44481812,1
10025425,2004,199.8,1,1,594000,1,452.938,0,0,0.28,-113.5731036,53.44495877,1
10045274,2007,124.6,1,1,389000,1,244.318,0,0,0.34,-113.5739727,53.44489447,1
10025426,2006,221,1,1,610500,1,452.978,0,0,0.35,-113.5731038,53.44507109,1
10045273,2007,128.8,0,1,380000,1,322.496,0,0,0.27,-113.573971,53.44495737,1
10025427,2006,182.3,0,1,527500,1,453.016,0,0,0.29,-113.573104,53.44518791,1
10045272,2007,131.5,1,1,417000,1,320.238,0,0,0.28,-113.5739691,53.44502925,1
10025428,2006,211,0,1,566000,1,453.055,0,0,0.31,-113.5731043,53.44530024,1
10045271,2007,128.9,1,0,392000,1,239.636,0,0,0.37,-113.5739674,53.44509215,1
10025429,2007,198.6,1,1,570500,1,441.965,0,1,0.29,-113.5731001,53.44541705,1
10045270,2007,124.6,1,0,417500,1,316.243,0,0,0.32,-113.5739656,53.44515954,1
10025430,2006,209.6,1,1,560500,1,433.863,0,0,0.31,-113.5730894,53.44552934,1
10045269,2006,117,1,1,390500,1,313.428,0,0,0.31,-113.5739637,53.44523142,1
10045268,2006,129.4,0,0,377000,1,234.886,0,0,0.38,-113.573962,53.44529432,1
10045267,2006,128.9,0,1,401000,1,413.738,0,0,0.21,-113.5739817,53.44538425,1
10030296,2007,229.8,0,1,725000,1,570.481,0,0,0.34,-113.5731554,53.44451414,1
10030320,2006,146.5,1,1,732500,1,660.197,0,1,0.3,-113.573978,53.44451707,1
10030297,2007,210.7,1,1,604000,1,470.257,0,0,0.3,-113.5731898,53.44437498,1
10030319,2006,273.9,1,1,789500,1,548.48,0,0,0.34,-113.5739876,53.44437782,1
10030298,2006,238.8,0,1,628500,1,490.79,0,0,0.35,-113.5731939,53.44424469,1
10030318,2007,283.7,1,1,802000,1,565.898,0,0,0.33,-113.5739903,53.44424753,1
10030299,2005,247.2,0,1,716500,1,509.9,0,0,0.33,-113.5731838,53.44411436,1
10030317,2007,263.3,1,1,784000,1,542.051,0,0,0.35,-113.57399,53.44411723,1
10030300,2007,204.6,0,1,580500,1,523.993,0,0,0.26,-113.5731646,53.44398399,1
10030316,2007,287.2,1,1,827500,1,565.035,0,0,0.4,-113.5739896,53.44398693,1
10030315,2007,247.7,1,1,762500,1,541.869,0,0,0.33,-113.5739892,53.44386113,1
10030314,2007,258.2,0,1,746500,1,564.826,0,0,0.32,-113.5739888,53.44373083,1
10030313,2006,243.7,1,1,710000,1,534.438,0,0,0.31,-113.5739894,53.44360053,1
10042037,2010,328,1,1,533000,0,656.052,0,0,0.33,-113.5740736,53.44341212,1
10042036,2007,144,1,1,666500,1,993.503,1,0,0.2,-113.5740433,53.44325476,1
10042035,2006,251.5,1,1,796000,1,730.236,0,0,0.26,-113.5737809,53.44316621,1
10030301,2007,222.7,0,1,662500,1,533.095,0,0,0.34,-113.5733229,53.44376889,1
10030309,2005,245.5,1,1,734000,1,568.865,1,0,0.32,-113.5734347,53.4432099,1
10030302,2006,218.7,1,1,636500,1,527.156,0,0,0.3,-113.5730676,53.44376798,1
10030308,2006,218,1,1,771500,1,568.733,1,0,0.29,-113.5731626,53.44321342,1
10030303,2005,248.4,0,1,730000,1,608.318,0,0,0.27,-113.5727842,53.44377595,1
10030307,2005,281.8,0,1,821500,1,612.033,1,0,0.3,-113.5728666,53.44318091,1
10030304,2006,212.3,0,1,619500,1,772.322,0,0,0.19,-113.5725035,53.4436761,1
10030306,2006,272.9,0,1,919000,1,1012.465,1,0,0.23,-113.5725543,53.44323596,1
10030305,2006,256.8,0,1,767000,1,745.268,0,0,0.25,-113.5724995,53.44346042,1
10001456,2002,150.6,1,1,583500,1,644.354,0,1,0.29,-113.5696509,53.44621342,1
10001432,2002,150.6,1,1,627000,1,645.75,1,1,0.29,-113.5696487,53.44678179,1
10001455,2002,150.6,1,1,578500,1,532.533,0,1,0.36,-113.5698471,53.44620514,1
10001433,2002,150.6,1,1,623500,1,546.782,1,1,0.35,-113.5698435,53.446778,1
10001454,2002,140.6,1,1,599000,1,532.683,1,1,0.33,-113.5700205,53.44619454,1
10001434,2002,140.6,1,1,601000,1,554.41,1,1,0.32,-113.570017,53.44677188,1
10001453,2002,140.6,1,1,599000,1,532.379,1,1,0.33,-113.5701918,53.44618841,1
10001435,2002,140.6,1,1,595500,1,558.29,1,0,0.34,-113.5701905,53.44677026,1
10001452,2002,140.6,1,1,594000,1,542.48,1,0,0.33,-113.5703614,53.44618453,1
10001436,2002,140.6,1,1,595500,1,558.2,1,0,0.32,-113.5703635,53.44677088,1
10001451,2002,140.6,1,1,601500,1,557.778,1,1,0.32,-113.5705307,53.44618289,1
10001437,2002,139.9,1,1,600000,1,554.139,1,1,0.32,-113.5705369,53.44677375,1
10001450,2002,150.6,1,1,626000,1,571.318,1,1,0.36,-113.570701,53.44617676,1
10001438,2002,150.6,1,1,623000,1,546.096,1,1,0.35,-113.5707103,53.44677662,1
10001449,2002,150.6,1,1,615500,1,531.703,1,0,0.36,-113.5708756,53.4461392,1
10001439,2002,150.6,1,1,615500,1,532.655,1,0,0.36,-113.5708837,53.44678174,1
10001448,2002,150.6,1,1,629000,1,597.261,1,1,0.32,-113.5711204,53.44608392,1
10001440,2002,150.6,1,1,632500,1,696.991,1,0,0.27,-113.5711468,53.44684109,1
10001446,2002,150.6,1,1,654000,1,875.925,1,1,0.22,-113.5714178,53.44605353,1
10001441,2002,150.6,1,1,657000,1,1012.214,1,0,0.19,-113.5714656,53.44686695,1
10001445,2002,150.6,1,1,680000,1,1116.349,1,1,0.19,-113.5716685,53.44616676,1
10001442,2002,150.6,1,1,671500,1,1088.312,1,0,0.17,-113.5716871,53.44674643,1
10001444,2002,150.6,1,1,608500,1,758.41,0,1,0.25,-113.5716863,53.44632408,1
10001443,2002,150.6,1,1,607500,1,741.888,0,1,0.26,-113.5716685,53.44655765,1
10000688,2007,271.8,0,1,738000,1,607.553,0,0,0.31,-113.5691065,53.44713254,1
10000689,2003,157.6,1,1,695500,1,698.437,0,0,0.3,-113.568918,53.4476261,1
10000687,2003,232.7,0,1,693500,1,539.965,0,0,0.33,-113.568869,53.44713618,1
10000662,2003,263.6,0,1,729500,1,638.387,0,1,0.31,-113.5686858,53.44762526,1
10000686,2003,211.5,0,1,651000,1,539.968,0,0,0.27,-113.5686493,53.44713538,1
10000663,2003,214.1,1,1,675000,1,630.604,0,0,0.24,-113.5684328,53.44762435,1
10000685,2004,203.5,1,1,671500,1,539.971,0,0,0.27,-113.5684296,53.44713459,1
10000664,2003,162.6,1,1,625500,1,531.833,0,0,0.39,-113.5681795,53.44762343,1
10000684,2004,234.6,1,1,718000,1,539.974,0,1,0.3,-113.5682099,53.4471338,1
10000665,2003,166.7,1,1,641000,1,531.836,0,1,0.31,-113.5679688,53.44762716,1
10000683,2004,284,1,1,785000,1,539.977,0,1,0.36,-113.5679901,53.44713749,1
10000666,2003,203.1,0,1,578000,1,531.839,0,0,0.27,-113.5677582,53.4476264,1
10000682,2004,274.5,0,1,745500,1,542.94,0,1,0.35,-113.5677698,53.4471367,1
10000667,2003,194.2,1,1,593000,1,531.842,0,0,0.27,-113.5675475,53.44762564,1
10000681,2004,287.7,1,1,808500,1,562.546,0,1,0.39,-113.5675449,53.44713588,1
10000668,2003,191.5,0,1,607000,1,531.845,0,0,0.38,-113.5673368,53.44762487,1
10000680,2004,232,0,1,705500,1,562.549,0,0,0.33,-113.567316,53.44713506,1
10000669,2004,209.1,0,1,584500,1,531.849,0,0,0.27,-113.5671261,53.44762411,1
10000679,2004,216,1,1,716000,1,562.554,0,0,0.29,-113.5670872,53.44713423,1
10000670,2003,194.6,0,1,573000,1,531.731,0,0,0.27,-113.5669155,53.44762335,1
10000678,2004,207,1,1,743500,1,559.41,0,0,0.4,-113.5668582,53.44713789,1
10000671,2005,242.9,0,1,664500,1,490.144,0,0,0.33,-113.5667049,53.44763831,1
10000677,2004,260.6,0,1,704500,1,484.078,0,0,0.35,-113.5666218,53.44711007,1
10000672,2004,251.7,0,1,688000,1,560.6,0,0,0.31,-113.5664117,53.44767544,1
10000676,2004,151.1,1,1,753000,1,732.228,0,0,0.28,-113.5663084,53.44708872,1
